Date,Month,Year,Quarter,Day_of_Week,Product,Units_Produced,Units_Sold,Wastage_Units,Raw_Material_Cost_INR,Revenue_INR,Profit_INR,Profit_Margin_Pct
2022-08-19,August,2022,Q3,Friday,Cookies,157,133,20,1232.82,1995,762.18,38.2
2022-08-19,August,2022,Q3,Friday,Bread,99,90,9,1158.85,1980,821.15,41.47
2022-08-19,August,2022,Q3,Friday,Rusk,128,120,6,798.86,1440,641.14,44.52
2022-08-20,August,2022,Q3,Saturday,Cookies,142,124,16,1154.1,1860,705.9,37.95
2022-08-20,August,2022,Q3,Saturday,Bread,103,91,11,1250.08,2002,751.92,37.56
2022-08-20,August,2022,Q3,Saturday,Rusk,109,95,11,631.12,1140,508.88,44.64
2022-08-22,August,2022,Q3,Monday,Cookies,125,109,12,1018.02,1635,616.98,37.74
2022-08-22,August,2022,Q3,Monday,Bread,72,64,4,882.69,1408,525.31,37.31
2022-08-22,August,2022,Q3,Monday,Rusk,91,81,5,519.36,972,452.64,46.57
2022-08-23,August,2022,Q3,Tuesday,Cookies,130,112,16,1024.74,1680,655.26,39.0
2022-08-23,August,2022,Q3,Tuesday,Bread,76,67,6,937.05,1474,536.95,36.43
2022-08-23,August,2022,Q3,Tuesday,Rusk,103,93,7,597.86,1116,518.14,46.43
2022-08-24,August,2022,Q3,Wednesday,Cookies,110,95,12,903.26,1425,521.74,36.61
2022-08-24,August,2022,Q3,Wednesday,Bread,76,68,3,873.89,1496,622.11,41.58
2022-08-24,August,2022,Q3,Wednesday,Rusk,109,100,8,671.61,1200,528.39,44.03
2022-08-25,August,2022,Q3,Thursday,Cookies,122,108,10,947.28,1620,672.72,41.53
2022-08-25,August,2022,Q3,Thursday,Bread,73,62,8,900.06,1364,463.94,34.01
2022-08-25,August,2022,Q3,Thursday,Rusk,102,87,10,583.97,1044,460.03,44.06
2022-08-26,August,2022,Q3,Friday,Cookies,157,136,20,1229.98,2040,810.02,39.71
2022-08-26,August,2022,Q3,Friday,Bread,105,89,11,1270.39,1958,687.61,35.12
2022-08-26,August,2022,Q3,Friday,Rusk,125,109,16,761.74,1308,546.26,41.76
2022-08-27,August,2022,Q3,Saturday,Cookies,133,120,11,1109.55,1800,690.45,38.36
2022-08-27,August,2022,Q3,Saturday,Bread,90,79,7,1072.66,1738,665.34,38.28
2022-08-27,August,2022,Q3,Saturday,Rusk,118,100,13,739.37,1200,460.63,38.39
2022-08-29,August,2022,Q3,Monday,Cookies,113,101,7,876.65,1515,638.35,42.14
2022-08-29,August,2022,Q3,Monday,Bread,86,73,9,1009.91,1606,596.09,37.12
2022-08-29,August,2022,Q3,Monday,Rusk,106,90,14,658.04,1080,421.96,39.07
2022-08-30,August,2022,Q3,Tuesday,Cookies,130,121,9,1066.52,1815,748.48,41.24
2022-08-30,August,2022,Q3,Tuesday,Bread,79,68,10,969.66,1496,526.34,35.18
2022-08-30,August,2022,Q3,Tuesday,Rusk,105,88,12,609.68,1056,446.32,42.27
2022-08-31,August,2022,Q3,Wednesday,Cookies,121,102,17,1010.34,1530,519.66,33.96
2022-08-31,August,2022,Q3,Wednesday,Bread,72,67,4,832.18,1474,641.82,43.54
2022-08-31,August,2022,Q3,Wednesday,Rusk,104,90,13,606.12,1080,473.88,43.88
2022-09-01,September,2022,Q3,Thursday,Cookies,120,103,16,982.35,1545,562.65,36.42
2022-09-01,September,2022,Q3,Thursday,Bread,80,72,8,960.8,1584,623.2,39.34
2022-09-01,September,2022,Q3,Thursday,Rusk,95,85,10,580.77,1020,439.23,43.06
2022-09-02,September,2022,Q3,Friday,Cookies,154,136,17,1264.17,2040,775.83,38.03
2022-09-02,September,2022,Q3,Friday,Bread,89,78,8,1015.6,1716,700.4,40.82
2022-09-02,September,2022,Q3,Friday,Rusk,113,96,13,711.34,1152,440.66,38.25
2022-09-03,September,2022,Q3,Saturday,Cookies,132,121,11,1087.69,1815,727.31,40.07
2022-09-03,September,2022,Q3,Saturday,Bread,90,78,9,1105.17,1716,610.83,35.6
2022-09-03,September,2022,Q3,Saturday,Rusk,122,111,8,721.41,1332,610.59,45.84
2022-09-05,September,2022,Q3,Monday,Cookies,126,108,13,958.13,1620,661.87,40.86
2022-09-05,September,2022,Q3,Monday,Bread,84,76,4,1032.77,1672,639.23,38.23
2022-09-05,September,2022,Q3,Monday,Rusk,94,80,13,556.55,960,403.45,42.03
2022-09-06,September,2022,Q3,Tuesday,Cookies,115,103,7,902.12,1545,642.88,41.61
2022-09-06,September,2022,Q3,Tuesday,Bread,86,69,12,1018.41,1518,499.59,32.91
2022-09-06,September,2022,Q3,Tuesday,Rusk,98,84,11,610.71,1008,397.29,39.41
2022-09-07,September,2022,Q3,Wednesday,Cookies,122,109,10,967.47,1635,667.53,40.83
2022-09-07,September,2022,Q3,Wednesday,Bread,83,76,4,1007.91,1672,664.09,39.72
2022-09-07,September,2022,Q3,Wednesday,Rusk,97,84,12,558.31,1008,449.69,44.61
2022-09-08,September,2022,Q3,Thursday,Cookies,122,110,11,989.89,1650,660.11,40.01
2022-09-08,September,2022,Q3,Thursday,Bread,73,61,7,881.39,1342,460.61,34.32
2022-09-08,September,2022,Q3,Thursday,Rusk,101,85,11,616.69,1020,403.31,39.54
2022-09-09,September,2022,Q3,Friday,Cookies,152,141,11,1255.53,2115,859.47,40.64
2022-09-09,September,2022,Q3,Friday,Bread,95,90,5,1089.67,1980,890.33,44.97
2022-09-09,September,2022,Q3,Friday,Rusk,116,99,14,710.45,1188,477.55,40.2
2022-09-10,September,2022,Q3,Saturday,Cookies,152,136,15,1208.73,2040,831.27,40.75
2022-09-10,September,2022,Q3,Saturday,Bread,89,81,7,1060.95,1782,721.05,40.46
2022-09-10,September,2022,Q3,Saturday,Rusk,110,98,7,666.48,1176,509.52,43.33
2022-09-12,September,2022,Q3,Monday,Cookies,125,103,18,1043.31,1545,501.69,32.47
2022-09-12,September,2022,Q3,Monday,Bread,82,72,7,997.4,1584,586.6,37.03
2022-09-12,September,2022,Q3,Monday,Rusk,105,99,6,624.32,1188,563.68,47.45
2022-09-13,September,2022,Q3,Tuesday,Cookies,128,113,11,1031.36,1695,663.64,39.15
2022-09-13,September,2022,Q3,Tuesday,Bread,81,75,5,958.61,1650,691.39,41.9
2022-09-13,September,2022,Q3,Tuesday,Rusk,96,91,5,548.59,1092,543.41,49.76
2022-09-14,September,2022,Q3,Wednesday,Cookies,127,115,9,1017.84,1725,707.16,40.99
2022-09-14,September,2022,Q3,Wednesday,Bread,76,65,10,890.05,1430,539.95,37.76
2022-09-14,September,2022,Q3,Wednesday,Rusk,98,82,13,608.11,984,375.89,38.2
2022-09-15,September,2022,Q3,Thursday,Cookies,112,93,14,892.25,1395,502.75,36.04
2022-09-15,September,2022,Q3,Thursday,Bread,79,70,5,908.24,1540,631.76,41.02
2022-09-15,September,2022,Q3,Thursday,Rusk,104,90,10,620.06,1080,459.94,42.59
2022-09-16,September,2022,Q3,Friday,Cookies,150,128,18,1159.07,1920,760.93,39.63
2022-09-16,September,2022,Q3,Friday,Bread,98,90,6,1205.56,1980,774.44,39.11
2022-09-16,September,2022,Q3,Friday,Rusk,123,103,17,706.19,1236,529.81,42.86
2022-09-17,September,2022,Q3,Saturday,Cookies,131,117,10,1023.03,1755,731.97,41.71
2022-09-17,September,2022,Q3,Saturday,Bread,91,74,12,1064.65,1628,563.35,34.6
2022-09-17,September,2022,Q3,Saturday,Rusk,114,96,14,680.56,1152,471.44,40.92
2022-09-19,September,2022,Q3,Monday,Cookies,126,116,7,1006.75,1740,733.25,42.14
2022-09-19,September,2022,Q3,Monday,Bread,72,64,4,899.12,1408,508.88,36.14
2022-09-19,September,2022,Q3,Monday,Rusk,92,80,9,547.09,960,412.91,43.01
2022-09-20,September,2022,Q3,Tuesday,Cookies,116,99,16,883.63,1485,601.37,40.5
2022-09-20,September,2022,Q3,Tuesday,Bread,82,66,11,989.92,1452,462.08,31.82
2022-09-20,September,2022,Q3,Tuesday,Rusk,108,100,5,642.74,1200,557.26,46.44
2022-09-21,September,2022,Q3,Wednesday,Cookies,114,97,14,955.89,1455,499.11,34.3
2022-09-21,September,2022,Q3,Wednesday,Bread,76,66,8,884.47,1452,567.53,39.09
2022-09-21,September,2022,Q3,Wednesday,Rusk,101,91,9,634.6,1092,457.4,41.89
2022-09-22,September,2022,Q3,Thursday,Cookies,122,107,10,938.34,1605,666.66,41.54
2022-09-22,September,2022,Q3,Thursday,Bread,74,67,5,865.89,1474,608.11,41.26
2022-09-22,September,2022,Q3,Thursday,Rusk,107,92,11,643.5,1104,460.5,41.71
2022-09-23,September,2022,Q3,Friday,Cookies,132,112,17,1079.53,1680,600.47,35.74
2022-09-23,September,2022,Q3,Friday,Bread,87,72,10,1048.55,1584,535.45,33.8
2022-09-23,September,2022,Q3,Friday,Rusk,109,98,10,653.0,1176,523.0,44.47
2022-09-24,September,2022,Q3,Saturday,Cookies,134,113,19,1109.52,1695,585.48,34.54
2022-09-24,September,2022,Q3,Saturday,Bread,99,87,9,1177.52,1914,736.48,38.48
2022-09-24,September,2022,Q3,Saturday,Rusk,123,111,12,705.7,1332,626.3,47.02
2022-09-26,September,2022,Q3,Monday,Cookies,120,100,15,956.09,1500,543.91,36.26
2022-09-26,September,2022,Q3,Monday,Bread,72,61,9,838.2,1342,503.8,37.54
2022-09-26,September,2022,Q3,Monday,Rusk,95,88,6,560.32,1056,495.68,46.94
2022-09-27,September,2022,Q3,Tuesday,Cookies,126,112,12,978.25,1680,701.75,41.77
2022-09-27,September,2022,Q3,Tuesday,Bread,86,73,11,1070.24,1606,535.76,33.36
2022-09-27,September,2022,Q3,Tuesday,Rusk,94,84,8,591.35,1008,416.65,41.33
2022-09-28,September,2022,Q3,Wednesday,Cookies,126,116,6,964.17,1740,775.83,44.59
2022-09-28,September,2022,Q3,Wednesday,Bread,79,68,11,951.67,1496,544.33,36.39
2022-09-28,September,2022,Q3,Wednesday,Rusk,99,93,5,603.31,1116,512.69,45.94
2022-09-29,September,2022,Q3,Thursday,Cookies,127,115,11,1044.0,1725,681.0,39.48
2022-09-29,September,2022,Q3,Thursday,Bread,87,80,6,1046.44,1760,713.56,40.54
2022-09-29,September,2022,Q3,Thursday,Rusk,95,80,12,574.42,960,385.58,40.16
2022-09-30,September,2022,Q3,Friday,Cookies,147,123,19,1163.77,1845,681.23,36.92
2022-09-30,September,2022,Q3,Friday,Bread,103,92,10,1193.72,2024,830.28,41.02
2022-09-30,September,2022,Q3,Friday,Rusk,124,103,16,730.37,1236,505.63,40.91
2022-10-01,October,2022,Q4,Saturday,Cookies,154,132,21,1204.51,1980,775.49,39.17
2022-10-01,October,2022,Q4,Saturday,Bread,105,99,6,1222.45,2178,955.55,43.87
2022-10-01,October,2022,Q4,Saturday,Rusk,112,94,15,682.37,1128,445.63,39.51
2022-10-03,October,2022,Q4,Monday,Cookies,111,98,10,898.24,1470,571.76,38.9
2022-10-03,October,2022,Q4,Monday,Bread,73,61,10,902.6,1342,439.4,32.74
2022-10-03,October,2022,Q4,Monday,Rusk,100,82,14,595.07,984,388.93,39.53
2022-10-04,October,2022,Q4,Tuesday,Cookies,131,113,15,1062.11,1695,632.89,37.34
2022-10-04,October,2022,Q4,Tuesday,Bread,74,61,10,881.56,1342,460.44,34.31
2022-10-04,October,2022,Q4,Tuesday,Rusk,93,89,4,561.33,1068,506.67,47.44
2022-10-05,October,2022,Q4,Wednesday,Cookies,120,105,14,997.46,1575,577.54,36.67
2022-10-05,October,2022,Q4,Wednesday,Bread,73,62,8,848.62,1364,515.38,37.78
2022-10-05,October,2022,Q4,Wednesday,Rusk,107,90,14,644.62,1080,435.38,40.31
2022-10-06,October,2022,Q4,Thursday,Cookies,125,111,10,997.12,1665,667.88,40.11
2022-10-06,October,2022,Q4,Thursday,Bread,85,72,8,1005.5,1584,578.5,36.52
2022-10-06,October,2022,Q4,Thursday,Rusk,99,86,13,584.21,1032,447.79,43.39
2022-10-07,October,2022,Q4,Friday,Cookies,134,114,16,1106.94,1710,603.06,35.27
2022-10-07,October,2022,Q4,Friday,Bread,88,79,6,1018.19,1738,719.81,41.42
2022-10-07,October,2022,Q4,Friday,Rusk,116,102,11,713.32,1224,510.68,41.72
2022-10-08,October,2022,Q4,Saturday,Cookies,148,132,16,1166.52,1980,813.48,41.08
2022-10-08,October,2022,Q4,Saturday,Bread,102,91,9,1282.64,2002,719.36,35.93
2022-10-08,October,2022,Q4,Saturday,Rusk,123,114,7,751.0,1368,617.0,45.1
2022-10-10,October,2022,Q4,Monday,Cookies,115,99,13,880.41,1485,604.59,40.71
2022-10-10,October,2022,Q4,Monday,Bread,74,61,10,863.77,1342,478.23,35.64
2022-10-10,October,2022,Q4,Monday,Rusk,106,94,8,645.09,1128,482.91,42.81
2022-10-11,October,2022,Q4,Tuesday,Cookies,124,107,12,972.69,1605,632.31,39.4
2022-10-11,October,2022,Q4,Tuesday,Bread,75,67,3,882.36,1474,591.64,40.14
2022-10-11,October,2022,Q4,Tuesday,Rusk,103,85,14,640.94,1020,379.06,37.16
2022-10-12,October,2022,Q4,Wednesday,Cookies,126,106,16,1024.63,1590,565.37,35.56
2022-10-12,October,2022,Q4,Wednesday,Bread,76,65,10,927.57,1430,502.43,35.13
2022-10-12,October,2022,Q4,Wednesday,Rusk,101,92,6,602.79,1104,501.21,45.4
2022-10-13,October,2022,Q4,Thursday,Cookies,119,102,16,956.44,1530,573.56,37.49
2022-10-13,October,2022,Q4,Thursday,Bread,78,65,11,899.56,1430,530.44,37.09
2022-10-13,October,2022,Q4,Thursday,Rusk,98,90,5,602.11,1080,477.89,44.25
2022-10-14,October,2022,Q4,Friday,Cookies,156,141,12,1292.72,2115,822.28,38.88
2022-10-14,October,2022,Q4,Friday,Bread,92,80,12,1132.04,1760,627.96,35.68
2022-10-14,October,2022,Q4,Friday,Rusk,127,118,6,797.27,1416,618.73,43.7
2022-10-15,October,2022,Q4,Saturday,Cookies,150,136,12,1239.53,2040,800.47,39.24
2022-10-15,October,2022,Q4,Saturday,Bread,91,74,12,1049.69,1628,578.31,35.52
2022-10-15,October,2022,Q4,Saturday,Rusk,124,107,12,713.98,1284,570.02,44.39
2022-10-17,October,2022,Q4,Monday,Cookies,113,105,5,901.18,1575,673.82,42.78
2022-10-17,October,2022,Q4,Monday,Bread,76,63,8,893.51,1386,492.49,35.53
2022-10-17,October,2022,Q4,Monday,Rusk,95,83,11,544.24,996,451.76,45.36
2022-10-18,October,2022,Q4,Tuesday,Cookies,129,109,17,1049.32,1635,585.68,35.82
2022-10-18,October,2022,Q4,Tuesday,Bread,81,69,11,941.41,1518,576.59,37.98
2022-10-18,October,2022,Q4,Tuesday,Rusk,91,81,6,562.08,972,409.92,42.17
2022-10-19,October,2022,Q4,Wednesday,Cookies,108,93,11,906.81,1395,488.19,35.0
2022-10-19,October,2022,Q4,Wednesday,Bread,85,77,8,975.49,1694,718.51,42.41
2022-10-19,October,2022,Q4,Wednesday,Rusk,106,92,11,611.51,1104,492.49,44.61
2022-10-20,October,2022,Q4,Thursday,Cookies,110,91,15,894.89,1365,470.11,34.44
2022-10-20,October,2022,Q4,Thursday,Bread,85,70,11,1027.32,1540,512.68,33.29
2022-10-20,October,2022,Q4,Thursday,Rusk,100,86,9,589.02,1032,442.98,42.92
2022-10-21,October,2022,Q4,Friday,Cookies,142,124,18,1147.58,1860,712.42,38.3
2022-10-21,October,2022,Q4,Friday,Bread,103,94,9,1249.24,2068,818.76,39.59
2022-10-21,October,2022,Q4,Friday,Rusk,123,105,13,752.95,1260,507.05,40.24
2022-10-22,October,2022,Q4,Saturday,Cookies,136,120,13,1044.94,1800,755.06,41.95
2022-10-22,October,2022,Q4,Saturday,Bread,93,83,9,1132.99,1826,693.01,37.95
2022-10-22,October,2022,Q4,Saturday,Rusk,130,113,14,799.0,1356,557.0,41.08
2022-10-24,October,2022,Q4,Monday,Cookies,120,106,13,918.81,1590,671.19,42.21
2022-10-24,October,2022,Q4,Monday,Bread,76,70,6,909.49,1540,630.51,40.94
2022-10-24,October,2022,Q4,Monday,Rusk,90,83,5,527.95,996,468.05,46.99
2022-10-25,October,2022,Q4,Tuesday,Cookies,131,118,10,1046.12,1770,723.88,40.9
2022-10-25,October,2022,Q4,Tuesday,Bread,75,65,8,880.26,1430,549.74,38.44
2022-10-25,October,2022,Q4,Tuesday,Rusk,94,84,9,536.11,1008,471.89,46.81
2022-10-26,October,2022,Q4,Wednesday,Cookies,108,98,7,823.97,1470,646.03,43.95
2022-10-26,October,2022,Q4,Wednesday,Bread,73,65,6,902.51,1430,527.49,36.89
2022-10-26,October,2022,Q4,Wednesday,Rusk,101,89,10,593.49,1068,474.51,44.43
2022-10-27,October,2022,Q4,Thursday,Cookies,130,116,11,997.06,1740,742.94,42.7
2022-10-27,October,2022,Q4,Thursday,Bread,81,75,4,956.96,1650,693.04,42.0
2022-10-27,October,2022,Q4,Thursday,Rusk,100,84,13,599.61,1008,408.39,40.51
2022-10-28,October,2022,Q4,Friday,Cookies,149,125,22,1148.07,1875,726.93,38.77
2022-10-28,October,2022,Q4,Friday,Bread,91,83,8,1083.46,1826,742.54,40.66
2022-10-28,October,2022,Q4,Friday,Rusk,117,98,16,717.03,1176,458.97,39.03
2022-10-29,October,2022,Q4,Saturday,Cookies,147,136,11,1214.08,2040,825.92,40.49
2022-10-29,October,2022,Q4,Saturday,Bread,104,86,13,1185.8,1892,706.2,37.33
2022-10-29,October,2022,Q4,Saturday,Rusk,123,113,6,720.11,1356,635.89,46.89
2022-10-31,October,2022,Q4,Monday,Cookies,109,97,12,888.27,1455,566.73,38.95
2022-10-31,October,2022,Q4,Monday,Bread,73,65,6,872.17,1430,557.83,39.01
2022-10-31,October,2022,Q4,Monday,Rusk,97,90,6,577.28,1080,502.72,46.55
2022-11-01,November,2022,Q4,Tuesday,Cookies,170,156,9,1302.9,2340,1037.1,44.32
2022-11-01,November,2022,Q4,Tuesday,Bread,104,90,14,1269.04,1980,710.96,35.91
2022-11-01,November,2022,Q4,Tuesday,Rusk,139,123,11,841.81,1476,634.19,42.97
2022-11-02,November,2022,Q4,Wednesday,Cookies,146,130,16,1216.27,1950,733.73,37.63
2022-11-02,November,2022,Q4,Wednesday,Bread,110,95,15,1349.56,2090,740.44,35.43
2022-11-02,November,2022,Q4,Wednesday,Rusk,124,106,17,711.74,1272,560.26,44.05
2022-11-03,November,2022,Q4,Thursday,Cookies,163,152,10,1240.33,2280,1039.67,45.6
2022-11-03,November,2022,Q4,Thursday,Bread,106,98,8,1270.22,2156,885.78,41.08
2022-11-03,November,2022,Q4,Thursday,Rusk,137,126,7,791.01,1512,720.99,47.68
2022-11-04,November,2022,Q4,Friday,Cookies,196,179,16,1603.93,2685,1081.07,40.26
2022-11-04,November,2022,Q4,Friday,Bread,133,115,17,1626.72,2530,903.28,35.7
2022-11-04,November,2022,Q4,Friday,Rusk,159,140,18,932.57,1680,747.43,44.49
2022-11-05,November,2022,Q4,Saturday,Cookies,186,160,23,1480.03,2400,919.97,38.33
2022-11-05,November,2022,Q4,Saturday,Bread,137,114,18,1702.78,2508,805.22,32.11
2022-11-05,November,2022,Q4,Saturday,Rusk,175,159,16,1030.98,1908,877.02,45.97
2022-11-07,November,2022,Q4,Monday,Cookies,164,146,14,1325.26,2190,864.74,39.49
2022-11-07,November,2022,Q4,Monday,Bread,112,98,13,1327.14,2156,828.86,38.44
2022-11-07,November,2022,Q4,Monday,Rusk,126,112,11,728.98,1344,615.02,45.76
2022-11-08,November,2022,Q4,Tuesday,Cookies,174,155,14,1343.9,2325,981.1,42.2
2022-11-08,November,2022,Q4,Tuesday,Bread,97,84,11,1179.94,1848,668.06,36.15
2022-11-08,November,2022,Q4,Tuesday,Rusk,130,121,7,772.95,1452,679.05,46.77
2022-11-09,November,2022,Q4,Wednesday,Cookies,155,136,18,1253.12,2040,786.88,38.57
2022-11-09,November,2022,Q4,Wednesday,Bread,105,94,7,1321.49,2068,746.51,36.1
2022-11-09,November,2022,Q4,Wednesday,Rusk,133,114,15,769.32,1368,598.68,43.76
2022-11-10,November,2022,Q4,Thursday,Cookies,161,148,8,1288.7,2220,931.3,41.95
2022-11-10,November,2022,Q4,Thursday,Bread,118,103,10,1350.72,2266,915.28,40.39
2022-11-10,November,2022,Q4,Thursday,Rusk,122,112,10,707.11,1344,636.89,47.39
2022-11-11,November,2022,Q4,Friday,Cookies,175,153,21,1394.19,2295,900.81,39.25
2022-11-11,November,2022,Q4,Friday,Bread,124,105,17,1430.88,2310,879.12,38.06
2022-11-11,November,2022,Q4,Friday,Rusk,176,162,14,1097.02,1944,846.98,43.57
2022-11-12,November,2022,Q4,Saturday,Cookies,198,168,26,1660.67,2520,859.33,34.1
2022-11-12,November,2022,Q4,Saturday,Bread,124,106,18,1471.55,2332,860.45,36.9
2022-11-12,November,2022,Q4,Saturday,Rusk,158,143,13,951.93,1716,764.07,44.53
2022-11-14,November,2022,Q4,Monday,Cookies,150,131,15,1205.0,1965,760.0,38.68
2022-11-14,November,2022,Q4,Monday,Bread,113,93,15,1347.92,2046,698.08,34.12
2022-11-14,November,2022,Q4,Monday,Rusk,129,117,9,750.36,1404,653.64,46.56
2022-11-15,November,2022,Q4,Tuesday,Cookies,147,132,12,1148.98,1980,831.02,41.97
2022-11-15,November,2022,Q4,Tuesday,Bread,118,101,12,1394.37,2222,827.63,37.25
2022-11-15,November,2022,Q4,Tuesday,Rusk,137,128,8,817.4,1536,718.6,46.78
2022-11-16,November,2022,Q4,Wednesday,Cookies,166,150,16,1314.96,2250,935.04,41.56
2022-11-16,November,2022,Q4,Wednesday,Bread,118,98,16,1433.47,2156,722.53,33.51
2022-11-16,November,2022,Q4,Wednesday,Rusk,136,116,15,791.63,1392,600.37,43.13
2022-11-17,November,2022,Q4,Thursday,Cookies,158,145,8,1260.91,2175,914.09,42.03
2022-11-17,November,2022,Q4,Thursday,Bread,108,100,7,1356.14,2200,843.86,38.36
2022-11-17,November,2022,Q4,Thursday,Rusk,146,129,17,878.92,1548,669.08,43.22
2022-11-18,November,2022,Q4,Friday,Cookies,208,190,13,1712.34,2850,1137.66,39.92
2022-11-18,November,2022,Q4,Friday,Bread,119,102,15,1395.98,2244,848.02,37.79
2022-11-18,November,2022,Q4,Friday,Rusk,174,144,25,1007.33,1728,720.67,41.71
2022-11-19,November,2022,Q4,Saturday,Cookies,192,160,28,1533.45,2400,866.55,36.11
2022-11-19,November,2022,Q4,Saturday,Bread,139,124,15,1647.21,2728,1080.79,39.62
2022-11-19,November,2022,Q4,Saturday,Rusk,155,141,10,954.35,1692,737.65,43.6
2022-11-21,November,2022,Q4,Monday,Cookies,158,143,15,1263.03,2145,881.97,41.12
2022-11-21,November,2022,Q4,Monday,Bread,109,93,14,1370.88,2046,675.12,33.0
2022-11-21,November,2022,Q4,Monday,Rusk,132,111,17,812.95,1332,519.05,38.97
2022-11-22,November,2022,Q4,Tuesday,Cookies,164,138,23,1272.7,2070,797.3,38.52
2022-11-22,November,2022,Q4,Tuesday,Bread,99,81,13,1180.77,1782,601.23,33.74
2022-11-22,November,2022,Q4,Tuesday,Rusk,144,122,20,826.2,1464,637.8,43.57
2022-11-23,November,2022,Q4,Wednesday,Cookies,174,158,16,1393.45,2370,976.55,41.2
2022-11-23,November,2022,Q4,Wednesday,Bread,110,91,15,1256.52,2002,745.48,37.24
2022-11-23,November,2022,Q4,Wednesday,Rusk,134,114,15,821.91,1368,546.09,39.92
2022-11-24,November,2022,Q4,Thursday,Cookies,168,156,10,1317.04,2340,1022.96,43.72
2022-11-24,November,2022,Q4,Thursday,Bread,104,91,13,1220.39,2002,781.61,39.04
2022-11-24,November,2022,Q4,Thursday,Rusk,127,106,18,724.58,1272,547.42,43.04
2022-11-25,November,2022,Q4,Friday,Cookies,213,185,25,1759.97,2775,1015.03,36.58
2022-11-25,November,2022,Q4,Friday,Bread,124,118,6,1523.39,2596,1072.61,41.32
2022-11-25,November,2022,Q4,Friday,Rusk,172,148,21,995.14,1776,780.86,43.97
2022-11-26,November,2022,Q4,Saturday,Cookies,204,177,25,1657.87,2655,997.13,37.56
2022-11-26,November,2022,Q4,Saturday,Bread,136,113,18,1650.54,2486,835.46,33.61
2022-11-26,November,2022,Q4,Saturday,Rusk,148,131,14,850.5,1572,721.5,45.9
2022-11-28,November,2022,Q4,Monday,Cookies,159,140,14,1216.8,2100,883.2,42.06
2022-11-28,November,2022,Q4,Monday,Bread,104,97,6,1286.47,2134,847.53,39.72
2022-11-28,November,2022,Q4,Monday,Rusk,147,136,8,922.14,1632,709.86,43.5
2022-11-29,November,2022,Q4,Tuesday,Cookies,162,149,12,1241.16,2235,993.84,44.47
2022-11-29,November,2022,Q4,Tuesday,Bread,108,90,13,1322.84,1980,657.16,33.19
2022-11-29,November,2022,Q4,Tuesday,Rusk,122,112,6,724.89,1344,619.11,46.06
2022-11-30,November,2022,Q4,Wednesday,Cookies,155,139,11,1212.84,2085,872.16,41.83
2022-11-30,November,2022,Q4,Wednesday,Bread,114,96,16,1355.02,2112,756.98,35.84
2022-11-30,November,2022,Q4,Wednesday,Rusk,145,130,11,867.95,1560,692.05,44.36
2022-12-01,December,2022,Q4,Thursday,Cookies,153,132,17,1282.63,1980,697.37,35.22
2022-12-01,December,2022,Q4,Thursday,Bread,110,98,9,1339.51,2156,816.49,37.87
2022-12-01,December,2022,Q4,Thursday,Rusk,124,104,17,744.23,1248,503.77,40.37
2022-12-02,December,2022,Q4,Friday,Cookies,192,169,20,1555.17,2535,979.83,38.65
2022-12-02,December,2022,Q4,Friday,Bread,118,100,13,1379.46,2200,820.54,37.3
2022-12-02,December,2022,Q4,Friday,Rusk,168,142,22,1038.64,1704,665.36,39.05
2022-12-03,December,2022,Q4,Saturday,Cookies,196,175,19,1512.0,2625,1113.0,42.4
2022-12-03,December,2022,Q4,Saturday,Bread,136,124,10,1631.46,2728,1096.54,40.2
2022-12-03,December,2022,Q4,Saturday,Rusk,155,145,9,942.05,1740,797.95,45.86
2022-12-05,December,2022,Q4,Monday,Cookies,147,129,18,1154.55,1935,780.45,40.33
2022-12-05,December,2022,Q4,Monday,Bread,97,86,9,1111.25,1892,780.75,41.27
2022-12-05,December,2022,Q4,Monday,Rusk,128,110,15,734.41,1320,585.59,44.36
2022-12-06,December,2022,Q4,Tuesday,Cookies,172,163,8,1341.16,2445,1103.84,45.15
2022-12-06,December,2022,Q4,Tuesday,Bread,113,101,9,1302.02,2222,919.98,41.4
2022-12-06,December,2022,Q4,Tuesday,Rusk,131,117,10,812.94,1404,591.06,42.1
2022-12-07,December,2022,Q4,Wednesday,Cookies,155,132,19,1288.59,1980,691.41,34.92
2022-12-07,December,2022,Q4,Wednesday,Bread,106,87,14,1256.39,1914,657.61,34.36
2022-12-07,December,2022,Q4,Wednesday,Rusk,147,136,8,898.5,1632,733.5,44.94
2022-12-08,December,2022,Q4,Thursday,Cookies,161,145,14,1305.09,2175,869.91,40.0
2022-12-08,December,2022,Q4,Thursday,Bread,112,107,5,1299.24,2354,1054.76,44.81
2022-12-08,December,2022,Q4,Thursday,Rusk,140,121,16,879.15,1452,572.85,39.45
2022-12-09,December,2022,Q4,Friday,Cookies,204,173,29,1665.05,2595,929.95,35.84
2022-12-09,December,2022,Q4,Friday,Bread,124,116,7,1529.94,2552,1022.06,40.05
2022-12-09,December,2022,Q4,Friday,Rusk,166,154,9,982.06,1848,865.94,46.86
2022-12-10,December,2022,Q4,Saturday,Cookies,212,190,21,1684.59,2850,1165.41,40.89
2022-12-10,December,2022,Q4,Saturday,Bread,128,117,9,1515.83,2574,1058.17,41.11
2022-12-10,December,2022,Q4,Saturday,Rusk,157,147,8,967.2,1764,796.8,45.17
2022-12-12,December,2022,Q4,Monday,Cookies,159,136,21,1316.56,2040,723.44,35.46
